player_name,fantasy_score,player_team,venue,batting_first_team,bowling_first_team
DT Christian,60,Deccan Chargers,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Chennai Super Kings,Deccan Chargers
DE Bollinger,50,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Chennai Super Kings,Deccan Chargers
RA Jadeja,202,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Chennai Super Kings,Deccan Chargers
R Ashwin,0,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Chennai Super Kings,Deccan Chargers
SB Jakati,50,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Chennai Super Kings,Deccan Chargers
DB Ravi Teja,0,Deccan Chargers,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Chennai Super Kings,Deccan Chargers
PA Patel,21,Deccan Chargers,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Chennai Super Kings,Deccan Chargers
SK Raina,58,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Chennai Super Kings,Deccan Chargers
F du Plessis,48,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Chennai Super Kings,Deccan Chargers
S Badrinath,24,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Chennai Super Kings,Deccan Chargers
Ankit Sharma,52,Deccan Chargers,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Chennai Super Kings,Deccan Chargers
TP Sudhindra,25,Deccan Chargers,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Chennai Super Kings,Deccan Chargers
S Dhawan,18,Deccan Chargers,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Chennai Super Kings,Deccan Chargers
B Chipli,20,Deccan Chargers,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Chennai Super Kings,Deccan Chargers
DJ Bravo,65,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Chennai Super Kings,Deccan Chargers
SP Goswami,31,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders
Iqbal Abdulla,1,Kolkata Knight Riders,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders
AM Rahane,0,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders
R Dravid,40,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders
J Botha,33,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders
SP Narine,0,Kolkata Knight Riders,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders
"Iqbal Abdulla, R Bhatia",14,Kolkata Knight Riders,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders
B Lee,87,Kolkata Knight Riders,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders
YK Pathan,11,Kolkata Knight Riders,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders
SK Trivedi,50,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders
R Bhatia,67,Kolkata Knight Riders,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders
KK Cooper,104,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders
AA Chavan,58,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders
MK Tiwary,62,Kolkata Knight Riders,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders
BB McCullum,10,Kolkata Knight Riders,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders
DB Das,14,Kolkata Knight Riders,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders
AL Menaria,44,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders
JH Kallis,28,Kolkata Knight Riders,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders
G Gambhir,14,Kolkata Knight Riders,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders
BJ Hodge,59,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders
OA Shah,35,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders
A Singh,50,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders
LR Shukla,10,Kolkata Knight Riders,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders
JD Ryder,39,Pune Warriors,Subrata Roy Sahara Stadium,Pune Warriors,Kings XI Punjab
M Kartik,0,Pune Warriors,Subrata Roy Sahara Stadium,Pune Warriors,Kings XI Punjab
R Sharma,58,Pune Warriors,Subrata Roy Sahara Stadium,Pune Warriors,Kings XI Punjab
MK Pandey,23,Pune Warriors,Subrata Roy Sahara Stadium,Pune Warriors,Kings XI Punjab
CJ Ferguson,3,Pune Warriors,Subrata Roy Sahara Stadium,Pune Warriors,Kings XI Punjab
PC Valthaty,9,Kings XI Punjab,Subrata Roy Sahara Stadium,Pune Warriors,Kings XI Punjab
Harmeet Singh,91,Kings XI Punjab,Subrata Roy Sahara Stadium,Pune Warriors,Kings XI Punjab
Mandeep Singh,23,Kings XI Punjab,Subrata Roy Sahara Stadium,Pune Warriors,Kings XI Punjab
AC Gilchrist,5,Kings XI Punjab,Subrata Roy Sahara Stadium,Pune Warriors,Kings XI Punjab
SPD Smith,29,Pune Warriors,Subrata Roy Sahara Stadium,Pune Warriors,Kings XI Punjab
Bipul Sharma,42,Kings XI Punjab,Subrata Roy Sahara Stadium,Pune Warriors,Kings XI Punjab
"SPD Smith, M Kartik",14,Pune Warriors,Subrata Roy Sahara Stadium,Pune Warriors,Kings XI Punjab
SC Ganguly,37,Pune Warriors,Subrata Roy Sahara Stadium,Pune Warriors,Kings XI Punjab
"SPD Smith, RV Uthappa",14,Pune Warriors,Subrata Roy Sahara Stadium,Pune Warriors,Kings XI Punjab
P Kumar,40,Kings XI Punjab,Subrata Roy Sahara Stadium,Pune Warriors,Kings XI Punjab
JP Faulkner,34,Kings XI Punjab,Subrata Roy Sahara Stadium,Pune Warriors,Kings XI Punjab
AM Nayar,24,Kings XI Punjab,Subrata Roy Sahara Stadium,Pune Warriors,Kings XI Punjab
AD Mascarenhas,30,Kings XI Punjab,Subrata Roy Sahara Stadium,Pune Warriors,Kings XI Punjab
AB Dinda,50,Pune Warriors,Subrata Roy Sahara Stadium,Pune Warriors,Kings XI Punjab
RV Uthappa,50,Pune Warriors,Subrata Roy Sahara Stadium,Pune Warriors,Kings XI Punjab
DJ Hussey,18,Kings XI Punjab,Subrata Roy Sahara Stadium,Pune Warriors,Kings XI Punjab
PP Chawla,20,Kings XI Punjab,Subrata Roy Sahara Stadium,Pune Warriors,Kings XI Punjab
MN Samuels,98,Pune Warriors,Subrata Roy Sahara Stadium,Pune Warriors,Kings XI Punjab
A Nehra,25,Pune Warriors,Subrata Roy Sahara Stadium,Pune Warriors,Kings XI Punjab
MM Patel,116,Mumbai Indians,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Deccan Chargers,Mumbai Indians
CL White,33,Deccan Chargers,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Deccan Chargers,Mumbai Indians
DW Steyn,93,Deccan Chargers,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Deccan Chargers,Mumbai Indians
Anand Rajan,0,Deccan Chargers,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Deccan Chargers,Mumbai Indians
DT Christian,65,Deccan Chargers,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Deccan Chargers,Mumbai Indians
JEC Franklin,6,Mumbai Indians,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Deccan Chargers,Mumbai Indians
DB Ravi Teja,5,Deccan Chargers,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Deccan Chargers,Mumbai Indians
PA Patel,1,Deccan Chargers,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Deccan Chargers,Mumbai Indians
KD Karthik,6,Mumbai Indians,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Deccan Chargers,Mumbai Indians
SL Malinga,91,Mumbai Indians,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Deccan Chargers,Mumbai Indians
TL Suman,6,Mumbai Indians,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Deccan Chargers,Mumbai Indians
RG Sharma,93,Mumbai Indians,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Deccan Chargers,Mumbai Indians
Ankit Sharma,1,Deccan Chargers,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Deccan Chargers,Mumbai Indians
KC Sangakkara,13,Deccan Chargers,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Deccan Chargers,Mumbai Indians
B Chipli,1,Deccan Chargers,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Deccan Chargers,Mumbai Indians
S Dhawan,67,Deccan Chargers,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Deccan Chargers,Mumbai Indians
A Mishra,25,Deccan Chargers,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Deccan Chargers,Mumbai Indians
AT Rayudu,26,Mumbai Indians,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Deccan Chargers,Mumbai Indians
Harbhajan Singh,0,Mumbai Indians,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Deccan Chargers,Mumbai Indians
PP Ojha,0,Mumbai Indians,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Deccan Chargers,Mumbai Indians
KA Pollard,104,Mumbai Indians,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Deccan Chargers,Mumbai Indians
RE Levi,3,Mumbai Indians,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Deccan Chargers,Mumbai Indians
L Balaji,116,Kolkata Knight Riders,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore
Shakib Al Hasan,58,Kolkata Knight Riders,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore
CH Gayle,10,Royal Challengers Bangalore,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore
MS Bisla,52,Kolkata Knight Riders,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore
M Muralitharan,50,Royal Challengers Bangalore,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore
MA Agarwal,13,Royal Challengers Bangalore,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore
B Lee,10,Kolkata Knight Riders,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore
YK Pathan,9,Kolkata Knight Riders,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore
AB de Villiers,39,Royal Challengers Bangalore,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore
R Bhatia,5,Kolkata Knight Riders,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore
SS Tiwary,17,Royal Challengers Bangalore,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore
MK Tiwary,10,Kolkata Knight Riders,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore
DL Vettori,54,Royal Challengers Bangalore,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore
R Vinay Kumar,69,Royal Challengers Bangalore,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore
JH Kallis,75,Kolkata Knight Riders,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore
V Kohli,7,Royal Challengers Bangalore,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore
Z Khan,70,Royal Challengers Bangalore,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore
G Gambhir,83,Kolkata Knight Riders,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore
CA Pujara,16,Royal Challengers Bangalore,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore
RN ten Doeschate,28,Kolkata Knight Riders,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore
HV Patel,40,Royal Challengers Bangalore,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore
LR Shukla,29,Kolkata Knight Riders,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore
MS Dhoni,11,Chennai Super Kings,Feroz Shah Kotla,Chennai Super Kings,Delhi Daredevils
"KP Pietersen, NV Ojha",14,Delhi Daredevils,Feroz Shah Kotla,Chennai Super Kings,Delhi Daredevils
KP Pietersen,75,Delhi Daredevils,Feroz Shah Kotla,Chennai Super Kings,Delhi Daredevils
M Vijay,8,Chennai Super Kings,Feroz Shah Kotla,Chennai Super Kings,Delhi Daredevils
"V Sehwag, NV Ojha",14,Delhi Daredevils,Feroz Shah Kotla,Chennai Super Kings,Delhi Daredevils
JA Morkel,0,Chennai Super Kings,Feroz Shah Kotla,Chennai Super Kings,Delhi Daredevils
M Morkel,75,Delhi Daredevils,Feroz Shah Kotla,Chennai Super Kings,Delhi Daredevils
DE Bollinger,0,Chennai Super Kings,Feroz Shah Kotla,Chennai Super Kings,Delhi Daredevils
SB Jakati,1,Chennai Super Kings,Feroz Shah Kotla,Chennai Super Kings,Delhi Daredevils
RA Jadeja,14,Chennai Super Kings,Feroz Shah Kotla,Chennai Super Kings,Delhi Daredevils
R Ashwin,59,Chennai Super Kings,Feroz Shah Kotla,Chennai Super Kings,Delhi Daredevils
SK Raina,17,Chennai Super Kings,Feroz Shah Kotla,Chennai Super Kings,Delhi Daredevils
